id,text,skills,categories,source,anchor_skill,anchor_category
sample-01112,"This Machine Learning Engineer position focuses on building high-impact data products. You must have experience with data engineer, Deep Learning, and Time Management. Strong experience with Time Management and Stakeholder Management is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: cross-functional and selenium.",Collaboration|Data Engineering|Deep Learning|Selenium|Stakeholder Management|Time Management,Data/AI|Soft Skill|Testing/Quality,synthetic,Data Engineering,Data/AI
sample-00815,"We are hiring a Infrastructure Engineer to build reliable production systems. You must have experience with continuous delivery and express.js. Strong experience with express.js and lead teams is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: micro services and TensorFlow.",CI/CD|Express.js|Leadership|Microservices|TensorFlow,Architecture|Cloud/DevOps|Framework/Library|Soft Skill,synthetic,CI/CD,Cloud/DevOps
sample-00793,"We are hiring a Application Engineer to build reliable production systems. Required skills include ci/cd and Angular. The role needs hands-on knowledge of Angular and spring boot. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Tableau and microsoft azure.",Angular|Azure|CI/CD|Spring Boot|Tableau,Cloud/DevOps|Data/AI|Framework/Library,synthetic,CI/CD,Cloud/DevOps
sample-00686,"The DevOps Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of terraform, snowflake, mongodb, and selenium. Strong experience with mongodb, selenium, and GCP is expected. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with Angular.",Angular|GCP|MongoDB|Selenium|Snowflake|Terraform,Cloud/DevOps|Database|Framework/Library|Testing/Quality,synthetic,Terraform,Cloud/DevOps
sample-01530,"Our team needs a Data Engineer to scale critical business workflows. Strong experience with github and MongoDB is expected. The role needs hands-on knowledge of MongoDB and PostgreSQL. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes javascript.",Git|JavaScript|MongoDB|PostgreSQL,Database|Programming Language|Tooling,synthetic,Git,Tooling
sample-01380,"Our team needs a Software Engineer to scale critical business workflows. Required skills include integration tests, Java, k8s, and C#. The role needs hands-on knowledge of k8s, C#, and Express.js. You will work on automation, monitoring, and measurable business outcomes. Nice to have: azure.",Azure|C#|Express.js|Integration Testing|Java|Kubernetes,Cloud/DevOps|Framework/Library|Programming Language|Testing/Quality,synthetic,Integration Testing,Testing/Quality
sample-01616,"Our team needs a Software Development Engineer in Test to scale critical business workflows. Required skills include scrum, FastAPI, and JUnit. You must have experience with JUnit and tdd. You will translate business requirements into deployable technical solutions. Nice to have: data analysis and collaboration.",Collaboration|Data Analysis|FastAPI|JUnit|Scrum|TDD,Data/AI|Framework/Library|Process|Soft Skill|Testing/Quality,synthetic,Scrum,Process
sample-00153,"We are hiring a Machine Learning Engineer to build reliable production systems. You must have experience with go language, communication, and ml. The role needs hands-on knowledge of ml and Tableau. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: graphql and express.js.",Communication|Express.js|Go|GraphQL|Machine Learning|Tableau,Architecture|Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Go,Programming Language
sample-01010,The Database Engineer will help modernize our platform and delivery process. You must have experience with deep learning and elasticsearch. Strong experience with elasticsearch and mongo is expected. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with team lead and Problem Solving.,Deep Learning|Elasticsearch|Leadership|MongoDB|Problem Solving,Data/AI|Database|Soft Skill,synthetic,Deep Learning,Data/AI
sample-00402,"Our team needs a AI Engineer to scale critical business workflows. The role needs hands-on knowledge of Django, javascript, Machine Learning, and Hadoop. The role needs hands-on knowledge of Machine Learning, Hadoop, and mentoring. You will translate business requirements into deployable technical solutions. Nice to have: graphql and computer vision.",Computer Vision|Django|GraphQL|Hadoop|JavaScript|Machine Learning|Mentoring,Architecture|Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Django,Framework/Library
sample-00700,"We are hiring a Analytics Engineer to build reliable production systems. Strong experience with Ansible, mysql, and c++ is expected. Strong experience with c++ and mongo is expected. You will translate business requirements into deployable technical solutions. Nice to have: Bash.",Ansible|Bash|C++|MongoDB|MySQL,Cloud/DevOps|Database|Programming Language|Tooling,synthetic,Ansible,Cloud/DevOps
sample-00003,"The Application Engineer will help modernize our platform and delivery process. Required skills include python and node.js. Strong experience with node.js and angular is expected. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with Power BI and express.js.",Angular|Express.js|Node.js|Power BI|Python,Data/AI|Framework/Library|Programming Language,synthetic,Python,Programming Language
sample-01436,"The Software Development Engineer in Test will help modernize our platform and delivery process. The role needs hands-on knowledge of selenium, Hadoop, and Rust. You must have experience with Rust and gitlab ci/cd. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: k8s and Agile.",Agile|GitLab CI/CD|Hadoop|Kubernetes|Rust|Selenium,Cloud/DevOps|Data/AI|Process|Programming Language|Testing/Quality,synthetic,Selenium,Testing/Quality
sample-01447,"This QA Engineer position focuses on building high-impact data products. Strong experience with cypress, Vue.js, and Java is expected. The role needs hands-on knowledge of Java and gitlab. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes mentor.",Cypress|Git|Java|Mentoring|Vue.js,Framework/Library|Programming Language|Soft Skill|Testing/Quality|Tooling,synthetic,Cypress,Testing/Quality
sample-00245,"Our team needs a AI Engineer to scale critical business workflows. The role needs hands-on knowledge of Scala, NLP, data engineering, and flask. The role needs hands-on knowledge of data engineering, flask, and github actions. You will translate business requirements into deployable technical solutions. Nice to have: vue and snowflake.",Data Engineering|Flask|GitHub Actions|NLP|Scala|Snowflake|Vue.js,Cloud/DevOps|Data/AI|Database|Framework/Library|Programming Language,synthetic,Scala,Programming Language
sample-01494,"This QA Engineer position focuses on building high-impact data products. You must have experience with JUnit and javascript. You must have experience with javascript and Flask. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: Integration Testing and restful api.",Flask|Integration Testing|JUnit|JavaScript|REST APIs,Architecture|Framework/Library|Programming Language|Testing/Quality,synthetic,JUnit,Testing/Quality
sample-01326,"Our team needs a QA Engineer to scale critical business workflows. You must have experience with distributed systems, rust, PyTest, and Unit Testing. The role needs hands-on knowledge of PyTest, Unit Testing, and django. You will translate business requirements into deployable technical solutions. Nice to have: rest api and elasticsearch.",Django|Elasticsearch|PyTest|REST APIs|Rust|System Design|Unit Testing,Architecture|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,System Design,Architecture
sample-00146,"Our team needs a Backend Engineer to scale critical business workflows. Required skills include go language, elasticsearch, and github. Strong experience with github and Mentoring is expected. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes gitlab ci/cd and NLP.",Elasticsearch|Git|GitLab CI/CD|Go|Mentoring|NLP,Cloud/DevOps|Data/AI|Database|Programming Language|Soft Skill|Tooling,synthetic,Go,Programming Language
